2003,Total Primary Energy Production,69.884672,Quadrillion Btu
2004,Total Primary Energy Production,70.169464,Quadrillion Btu
2005,Total Primary Energy Production,69.376923,Quadrillion Btu
2006,Total Primary Energy Production,70.677577,Quadrillion Btu
2007,Total Primary Energy Production,71.338069,Quadrillion Btu
2008,Total Primary Energy Production,73.14489,Quadrillion Btu
2009,Total Primary Energy Production,72.591701,Quadrillion Btu
2010,Total Primary Energy Production,74.907198,Quadrillion Btu
2011,Total Primary Energy Production,78.081679,Quadrillion Btu
2012,Total Primary Energy Production,79.234001,Quadrillion Btu
2013,Total Primary Energy Production,81.836524,Quadrillion Btu
2014,Total Primary Energy Production,87.714618,Quadrillion Btu
2015,Total Primary Energy Production,88.250229,Quadrillion Btu
2016,Total Primary Energy Production,84.274521,Quadrillion Btu
2017,Total Primary Energy Production,88.140788,Quadrillion Btu
2018,Total Primary Energy Production,95.682121,Quadrillion Btu
1949,Primary Energy Imports,1.448158,Quadrillion Btu
1950,Primary Energy Imports,1.912887,Quadrillion Btu
1951,Primary Energy Imports,1.892425,Quadrillion Btu
1952,Primary Energy Imports,2.145984,Quadrillion Btu
1953,Primary Energy Imports,2.313042,Quadrillion Btu
1954,Primary Energy Imports,2.347876,Quadrillion Btu
1955,Primary Energy Imports,2.789908,Quadrillion Btu
1956,Primary Energy Imports,3.206741,Quadrillion Btu
1957,Primary Energy Imports,3.528983,Quadrillion Btu
1958,Primary Energy Imports,3.884371,Quadrillion Btu
1959,Primary Energy Imports,4.076278,Quadrillion Btu
1960,Primary Energy Imports,4.187626,Quadrillion Btu
1961,Primary Energy Imports,4.436901,Quadrillion Btu
1962,Primary Energy Imports,4.994279,Quadrillion Btu
1963,Primary Energy Imports,5.086654,Quadrillion Btu
1964,Primary Energy Imports,5.447296,Quadrillion Btu
1965,Primary Energy Imports,5.891935,Quadrillion Btu
1966,Primary Energy Imports,6.145832,Quadrillion Btu
1967,Primary Energy Imports,6.159155,Quadrillion Btu
1968,Primary Energy Imports,6.905114,Quadrillion Btu
1969,Primary Energy Imports,7.676216,Quadrillion Btu
1970,Primary Energy Imports,8.341615,Quadrillion Btu
1971,Primary Energy Imports,9.53477,Quadrillion Btu
1972,Primary Energy Imports,11.387141,Quadrillion Btu
1973,Primary Energy Imports,14.613145,Quadrillion Btu
1974,Primary Energy Imports,14.304275,Quadrillion Btu
1975,Primary Energy Imports,14.032389,Quadrillion Btu
1976,Primary Energy Imports,16.760059,Quadrillion Btu
1977,Primary Energy Imports,19.948131,Quadrillion Btu
1978,Primary Energy Imports,19.10617,Quadrillion Btu
1979,Primary Energy Imports,19.459817,Quadrillion Btu
1980,Primary Energy Imports,15.796235,Quadrillion Btu
1981,Primary Energy Imports,13.719027,Quadrillion Btu
1982,Primary Energy Imports,11.861081,Quadrillion Btu
1983,Primary Energy Imports,11.751802,Quadrillion Btu
1984,Primary Energy Imports,12.470726,Quadrillion Btu
1985,Primary Energy Imports,11.780575,Quadrillion Btu
1986,Primary Energy Imports,14.151402,Quadrillion Btu
1987,Primary Energy Imports,15.398223,Quadrillion Btu
1988,Primary Energy Imports,17.29593,Quadrillion Btu
1989,Primary Energy Imports,18.766297,Quadrillion Btu
1990,Primary Energy Imports,18.817258,Quadrillion Btu
1991,Primary Energy Imports,18.334821,Quadrillion Btu
1992,Primary Energy Imports,19.372204,Quadrillion Btu
1993,Primary Energy Imports,21.218334,Quadrillion Btu
1994,Primary Energy Imports,22.306672,Quadrillion Btu
1995,Primary Energy Imports,22.179612,Quadrillion Btu
1996,Primary Energy Imports,23.633256,Quadrillion Btu
1997,Primary Energy Imports,25.11924,Quadrillion Btu
1998,Primary Energy Imports,26.472519,Quadrillion Btu
1999,Primary Energy Imports,27.151581,Quadrillion Btu
2000,Primary Energy Imports,28.865253,Quadrillion Btu
2001,Primary Energy Imports,30.052175,Quadrillion Btu
2002,Primary Energy Imports,29.330543,Quadrillion Btu
2003,Primary Energy Imports,31.006947,Quadrillion Btu
2004,Primary Energy Imports,33.492251,Quadrillion Btu
2005,Primary Energy Imports,34.659268,Quadrillion Btu
2006,Primary Energy Imports,34.648789,Quadrillion Btu
2007,Primary Energy Imports,34.678534,Quadrillion Btu
2008,Primary Energy Imports,32.970368,Quadrillion Btu
2009,Primary Energy Imports,29.690355,Quadrillion Btu
2010,Primary Energy Imports,29.865911,Quadrillion Btu
2011,Primary Energy Imports,28.74803,Quadrillion Btu
2012,Primary Energy Imports,27.068146,Quadrillion Btu
2013,Primary Energy Imports,24.622566,Quadrillion Btu
2014,Primary Energy Imports,23.240986,Quadrillion Btu
2015,Primary Energy Imports,23.793673,Quadrillion Btu
2016,Primary Energy Imports,25.378161,Quadrillion Btu
2017,Primary Energy Imports,25.466696,Quadrillion Btu
2018,Primary Energy Imports,24.833317,Quadrillion Btu
1949,Primary Energy Exports,1.59176,Quadrillion Btu
1950,Primary Energy Exports,1.465322,Quadrillion Btu
1951,Primary Energy Exports,2.621545,Quadrillion Btu
1952,Primary Energy Exports,2.365131,Quadrillion Btu
1953,Primary Energy Exports,1.866013,Quadrillion Btu
1954,Primary Energy Exports,1.696301,Quadrillion Btu
1955,Primary Energy Exports,2.285508,Quadrillion Btu
1956,Primary Energy Exports,2.945377,Quadrillion Btu
1957,Primary Energy Exports,3.439441,Quadrillion Btu
1958,Primary Energy Exports,2.049839,Quadrillion Btu
1959,Primary Energy Exports,1.533808,Quadrillion Btu
1960,Primary Energy Exports,1.477475,Quadrillion Btu
1961,Primary Energy Exports,1.376584,Quadrillion Btu
1962,Primary Energy Exports,1.472536,Quadrillion Btu
1963,Primary Energy Exports,1.835183,Quadrillion Btu
1964,Primary Energy Exports,1.814661,Quadrillion Btu
1965,Primary Energy Exports,1.828933,Quadrillion Btu
1966,Primary Energy Exports,1.829067,Quadrillion Btu
1967,Primary Energy Exports,2.115402,Quadrillion Btu
1968,Primary Energy Exports,1.998489,Quadrillion Btu
1969,Primary Energy Exports,2.125659,Quadrillion Btu
1970,Primary Energy Exports,2.632135,Quadrillion Btu
1971,Primary Energy Exports,2.150898,Quadrillion Btu
1972,Primary Energy Exports,2.11831,Quadrillion Btu
1973,Primary Energy Exports,2.033086,Quadrillion Btu
1974,Primary Energy Exports,2.203366,Quadrillion Btu
1975,Primary Energy Exports,2.323251,Quadrillion Btu
1976,Primary Energy Exports,2.171688,Quadrillion Btu
1977,Primary Energy Exports,2.051891,Quadrillion Btu
1978,Primary Energy Exports,1.920437,Quadrillion Btu
1979,Primary Energy Exports,2.855114,Quadrillion Btu
1980,Primary Energy Exports,3.694771,Quadrillion Btu
1981,Primary Energy Exports,4.307241,Quadrillion Btu
1982,Primary Energy Exports,4.607601,Quadrillion Btu
1983,Primary Energy Exports,3.692931,Quadrillion Btu
1984,Primary Energy Exports,3.786147,Quadrillion Btu
1985,Primary Energy Exports,4.196178,Quadrillion Btu
1986,Primary Energy Exports,4.021479,Quadrillion Btu
1987,Primary Energy Exports,3.81195,Quadrillion Btu
1988,Primary Energy Exports,4.366453,Quadrillion Btu
1989,Primary Energy Exports,4.660899,Quadrillion Btu
1990,Primary Energy Exports,4.752484,Quadrillion Btu
1991,Primary Energy Exports,5.140965,Quadrillion Btu
1992,Primary Energy Exports,4.936942,Quadrillion Btu
1993,Primary Energy Exports,4.226672,Quadrillion Btu
